Genotype	value	n_batches	total_flies	phenotype
"DGRP356"	-220.93343157553	2	44	"TotalSleep__Late2_Early2"
"DGRP357"	87.5874769506608	1	24	"TotalSleep__Late2_Early2"
"DGRP358"	-12.7676155857446	2	47	"TotalSleep__Late2_Early2"
"DGRP359"	-215.113864698398	1	23	"TotalSleep__Late2_Early2"
"DGRP360"	-86.1426155857438	2	47	"TotalSleep__Late2_Early2"
"DGRP361"	30.2022590474019	2	27	"TotalSleep__Late2_Early2"
"DGRP362"	-49.5176155857439	2	59	"TotalSleep__Late2_Early2"
"DGRP365"	12.4007883841164	1	23	"TotalSleep__Late2_Early2"
"DGRP370"	-63.1138646983986	1	25	"TotalSleep__Late2_Early2"
"DGRP371"	-383.113864698398	1	28	"TotalSleep__Late2_Early2"
"DGRP374"	-119.908655018831	1	26	"TotalSleep__Late2_Early2"
"DGRP375"	-96.8926155857411	2	44	"TotalSleep__Late2_Early2"
"DGRP377"	-210.363864698399	1	22	"TotalSleep__Late2_Early2"
"DGRP379"	-2.12726298554828	1	24	"TotalSleep__Late2_Early2"
"DGRP38"	-150.398415134726	1	25	"TotalSleep__Late2_Early2"
"DGRP380"	-96.2649717410236	3	63	"TotalSleep__Late2_Early2"
"DGRP381"	257.886135301602	1	28	"TotalSleep__Late2_Early2"
"DGRP382"	-15.782379425523	2	32	"TotalSleep__Late2_Early2"
"DGRP383"	23.717620574476	1	21	"TotalSleep__Late2_Early2"
"DGRP385"	-223.113864698399	1	29	"TotalSleep__Late2_Early2"
"DGRP386"	-108.014455148148	2	41	"TotalSleep__Late2_Early2"
"DGRP390"	-22.1138646983987	1	23	"TotalSleep__Late2_Early2"
"DGRP391"	-5.22673502686433	4	91	"TotalSleep__Late2_Early2"
"DGRP392"	58.2176205744756	1	31	"TotalSleep__Late2_Early2"
"DGRP395"	-147.282379425524	1	25	"TotalSleep__Late2_Early2"
"DGRP397"	-71.7823794255244	1	30	"TotalSleep__Late2_Early2"
"DGRP399"	-209.69313010212	2	46	"TotalSleep__Late2_Early2"
"DGRP40"	-74.7269870467753	3	50	"TotalSleep__Late2_Early2"
"DGRP405"	18.4676205744754	1	24	"TotalSleep__Late2_Early2"
"DGRP406"	209.217620574475	1	22	"TotalSleep__Late2_Early2"
"DGRP409"	-45.482560101211	2	34	"TotalSleep__Late2_Early2"
"DGRP41"	-111.225834482793	1	25	"TotalSleep__Late2_Early2"
"DGRP426"	-209.782379425524	1	15	"TotalSleep__Late2_Early2"
"DGRP427"	-30.2823794255245	1	22	"TotalSleep__Late2_Early2"
"DGRP437"	-258.252408951436	3	52	"TotalSleep__Late2_Early2"
"DGRP439"	77.7176205744757	1	27	"TotalSleep__Late2_Early2"
"DGRP440"	134.717620574476	1	25	"TotalSleep__Late2_Early2"
"DGRP441"	44.445559903827	3	63	"TotalSleep__Late2_Early2"
"DGRP443"	194.717620574476	1	25	"TotalSleep__Late2_Early2"
"DGRP45"	-50.7258344827924	1	25	"TotalSleep__Late2_Early2"
"DGRP461"	-127.369881436212	1	14	"TotalSleep__Late2_Early2"
"DGRP48"	-285.725834482792	1	22	"TotalSleep__Late2_Early2"
"DGRP486"	-137.671090628206	2	38	"TotalSleep__Late2_Early2"
"DGRP491"	-44.8007907107958	2	39	"TotalSleep__Late2_Early2"
"DGRP492"	12.3716922775699	3	42	"TotalSleep__Late2_Early2"
"DGRP502"	225.976787154767	2	43	"TotalSleep__Late2_Early2"
"DGRP505"	22.2051706833154	1	20	"TotalSleep__Late2_Early2"
"DGRP509"	-643.117101728082	1	22	"TotalSleep__Late2_Early2"
"DGRP513"	269.055150474425	3	55	"TotalSleep__Late2_Early2"
"DGRP517"	-31.3188734449317	2	41	"TotalSleep__Late2_Early2"
"DGRP528"	-199.983260653262	2	44	"TotalSleep__Late2_Early2"
"DGRP531"	180.425639178674	1	16	"TotalSleep__Late2_Early2"
"DGRP535"	-85.8479174938468	2	51	"TotalSleep__Late2_Early2"
"DGRP551"	-256.61623306929	1	26	"TotalSleep__Late2_Early2"
"DGRP555"	62.9318698978799	2	45	"TotalSleep__Late2_Early2"
"DGRP559"	-148.005831266011	1	21	"TotalSleep__Late2_Early2"
"DGRP563"	-352.31911360259	1	28	"TotalSleep__Late2_Early2"
"DGRP566"	-345.970365341115	1	23	"TotalSleep__Late2_Early2"
"DGRP57"	-109.725834482793	1	21	"TotalSleep__Late2_Early2"
"DGRP584"	-8.36458279202454	2	28	"TotalSleep__Late2_Early2"
"DGRP589"	-14.7739900678885	1	21	"TotalSleep__Late2_Early2"
"DGRP59"	-73.9396069188714	1	27	"TotalSleep__Late2_Early2"
"DGRP595"	75.1756391786742	1	31	"TotalSleep__Late2_Early2"
"DGRP596"	-152.074360821326	1	30	"TotalSleep__Late2_Early2"
"DGRP627"	127.820316160971	1	17	"TotalSleep__Late2_Early2"
"DGRP630"	-80.8979350538691	2	42	"TotalSleep__Late2_Early2"
"DGRP634"	-96.5743608213256	1	24	"TotalSleep__Late2_Early2"
"DGRP639"	-162.796090628206	2	32	"TotalSleep__Late2_Early2"
"DGRP69"	-147.211143285979	2	32	"TotalSleep__Late2_Early2"
"DGRP703"	-286.067946811569	1	31	"TotalSleep__Late2_Early2"
"DGRP705"	62.3691326673904	2	41	"TotalSleep__Late2_Early2"
"DGRP707"	-80.3407619184996	2	28	"TotalSleep__Late2_Early2"
"DGRP712"	-204.671090628206	2	39	"TotalSleep__Late2_Early2"
"DGRP714"	118.400788384118	1	19	"TotalSleep__Late2_Early2"
"DGRP716"	-9.06794681156912	1	19	"TotalSleep__Late2_Early2"
"DGRP721"	-234.773564228459	1	21	"TotalSleep__Late2_Early2"
"DGRP73"	178.263509126788	1	16	"TotalSleep__Late2_Early2"
"DGRP730"	-209.06813010212	2	58	"TotalSleep__Late2_Early2"
"DGRP732"	-187.796090628206	2	41	"TotalSleep__Late2_Early2"
"DGRP737"	-241.067946811569	1	29	"TotalSleep__Late2_Early2"
"DGRP738"	-93.9963510859403	1	28	"TotalSleep__Late2_Early2"
"DGRP748"	-46.8271770566512	2	42	"TotalSleep__Late2_Early2"
"DGRP75"	-77.2258344827922	1	24	"TotalSleep__Late2_Early2"
"DGRP757"	-74.008247889534	2	40	"TotalSleep__Late2_Early2"
"DGRP761"	-3.23649087321222	1	17	"TotalSleep__Late2_Early2"
"DGRP765"	159.894816455889	3	76	"TotalSleep__Late2_Early2"
"DGRP774"	39.6507883841187	1	26	"TotalSleep__Late2_Early2"
"DGRP776"	-118.593452962812	1	23	"TotalSleep__Late2_Early2"
"DGRP783"	-155.347840588923	2	56	"TotalSleep__Late2_Early2"
"DGRP786"	68.9007883841171	1	27	"TotalSleep__Late2_Early2"
"DGRP787"	-188.567946811569	1	29	"TotalSleep__Late2_Early2"
"DGRP796"	145.310393081129	1	22	"TotalSleep__Late2_Early2"
"DGRP799"	-202.349211615882	1	30	"TotalSleep__Late2_Early2"
"DGRP801"	101.513509126788	1	24	"TotalSleep__Late2_Early2"
"DGRP802"	40.7260099321114	1	23	"TotalSleep__Late2_Early2"
"DGRP805"	70.2635091267878	1	26	"TotalSleep__Late2_Early2"
"DGRP808"	-53.8179468115694	1	24	"TotalSleep__Late2_Early2"
"DGRP810"	-110.023990067889	1	30	"TotalSleep__Late2_Early2"
"DGRP812"	95.3093306348399	1	17	"TotalSleep__Late2_Early2"
"DGRP818"	57.0135091267877	1	18	"TotalSleep__Late2_Early2"
"DGRP819"	-60.7364908732123	1	31	"TotalSleep__Late2_Early2"
"DGRP820"	-240.694178766066	2	44	"TotalSleep__Late2_Early2"
"DGRP821"	47.232763013898	2	30	"TotalSleep__Late2_Early2"
"DGRP822"	-138.074360821326	1	28	"TotalSleep__Late2_Early2"
"DGRP83"	35.6166983670253	1	17	"TotalSleep__Late2_Early2"
"DGRP832"	-82.7732128452326	2	25	"TotalSleep__Late2_Early2"
"DGRP837"	-95.6604726321153	2	36	"TotalSleep__Late2_Early2"
"DGRP843"	-173.627262985549	1	22	"TotalSleep__Late2_Early2"
"DGRP85"	-54.2258344827927	1	21	"TotalSleep__Late2_Early2"
"DGRP850"	-54.6906693651601	1	19	"TotalSleep__Late2_Early2"
"DGRP852"	129.400788384118	1	25	"TotalSleep__Late2_Early2"
"DGRP855"	-54.69066936516	1	22	"TotalSleep__Late2_Early2"
"DGRP857"	-315.19066936516	1	28	"TotalSleep__Late2_Early2"
"DGRP859"	-41.5992116158829	1	31	"TotalSleep__Late2_Early2"
"DGRP861"	-12.44066936516	1	20	"TotalSleep__Late2_Early2"
"DGRP879"	-49.1906693651601	1	19	"TotalSleep__Late2_Early2"
"DGRP88"	-91.3984151347262	1	22	"TotalSleep__Late2_Early2"
"DGRP890"	-86.4461538164475	2	55	"TotalSleep__Late2_Early2"
"DGRP897"	-62.8772629855486	1	24	"TotalSleep__Late2_Early2"
"DGRP900"	-152.69066936516	1	28	"TotalSleep__Late2_Early2"
"DGRP907"	-150.067946811569	1	30	"TotalSleep__Late2_Early2"
"DGRP908"	-24.8179468115696	1	18	"TotalSleep__Late2_Early2"
"DGRP911"	-272.023990067889	1	24	"TotalSleep__Late2_Early2"
"DGRP913"	33.8727370144514	1	20	"TotalSleep__Late2_Early2"
"DGRP93"	-178.078945139167	1	30	"TotalSleep__Late2_Early2"
"DGRP100"	387.523671574608	1	28	"LightSleep__State_D2_D6"
"DGRP101"	324.116873797268	1	27	"LightSleep__State_D2_D6"
"DGRP105"	169.629026303921	1	20	"LightSleep__State_D2_D6"
"DGRP109"	295.723671574608	1	30	"LightSleep__State_D2_D6"
"DGRP129"	321.123671574607	1	29	"LightSleep__State_D2_D6"
"DGRP136"	362.483997671664	1	22	"LightSleep__State_D2_D6"
"DGRP142"	173.823671574608	1	30	"LightSleep__State_D2_D6"
"DGRP149"	83.3236715746075	1	29	"LightSleep__State_D2_D6"
"DGRP161"	143.827011006498	2	35	"LightSleep__State_D2_D6"
"DGRP176"	182.299134864397	1	29	"LightSleep__State_D2_D6"
"DGRP181"	238.389570874333	2	43	"LightSleep__State_D2_D6"
"DGRP189"	266.016495702113	2	39	"LightSleep__State_D2_D6"
"DGRP195"	363.673260174502	2	33	"LightSleep__State_D2_D6"
"DGRP208"	331.086780493249	2	54	"LightSleep__State_D2_D6"
"DGRP21"	358.699134864397	1	17	"LightSleep__State_D2_D6"
"DGRP217"	236.230087521559	2	41	"LightSleep__State_D2_D6"
"DGRP228"	292.981615132223	1	23	"LightSleep__State_D2_D6"
"DGRP229"	231.623671574608	1	30	"LightSleep__State_D2_D6"
"DGRP235"	318.230154376394	2	28	"LightSleep__State_D2_D6"
"DGRP239"	359.828044534009	2	44	"LightSleep__State_D2_D6"
"DGRP26"	364.754043336197	2	39	"LightSleep__State_D2_D6"
"DGRP280"	289.899134864397	1	27	"LightSleep__State_D2_D6"
"DGRP287"	281.781615132223	1	24	"LightSleep__State_D2_D6"
"DGRP301"	288.126933152649	1	23	"LightSleep__State_D2_D6"
"DGRP303"	400.456611618204	2	42	"LightSleep__State_D2_D6"
"DGRP304"	397.706611618202	2	48	"LightSleep__State_D2_D6"
"DGRP306"	255.199134864397	1	30	"LightSleep__State_D2_D6"
"DGRP307"	318.506611618202	2	51	"LightSleep__State_D2_D6"
"DGRP309"	258.24840083163	2	40	"LightSleep__State_D2_D6"
"DGRP31"	383.516873797269	1	24	"LightSleep__State_D2_D6"
"DGRP310"	241.35411480996	2	49	"LightSleep__State_D2_D6"
"DGRP313"	124.406611618202	2	58	"LightSleep__State_D2_D6"
"DGRP317"	172.345425391257	1	25	"LightSleep__State_D2_D6"
"DGRP318"	182.216873797268	1	24	"LightSleep__State_D2_D6"
"DGRP319"	395.276406385557	3	44	"LightSleep__State_D2_D6"
"DGRP32"	214.756710400391	1	29	"LightSleep__State_D2_D6"
"DGRP320"	365.29840083163	2	31	"LightSleep__State_D2_D6"
"DGRP321"	224.188921442334	2	47	"LightSleep__State_D2_D6"
"DGRP324"	372.656611618204	2	55	"LightSleep__State_D2_D6"
"DGRP332"	363.54840083163	2	39	"LightSleep__State_D2_D6"
"DGRP335"	424.58054863314	3	40	"LightSleep__State_D2_D6"
"DGRP336"	386.23273977123	4	61	"LightSleep__State_D2_D6"
"DGRP338"	417.57464564534	2	39	"LightSleep__State_D2_D6"
"DGRP348"	240.345425391257	1	20	"LightSleep__State_D2_D6"
"DGRP350"	297.545425391257	1	20	"LightSleep__State_D2_D6"
"DGRP352"	223.745425391256	1	25	"LightSleep__State_D2_D6"
"DGRP354"	301.9629585753	2	51	"LightSleep__State_D2_D6"
"DGRP355"	326.080491759343	1	29	"LightSleep__State_D2_D6"
"DGRP356"	300.656454626377	2	44	"LightSleep__State_D2_D6"
"DGRP357"	205.69182177652	1	24	"LightSleep__State_D2_D6"
"DGRP358"	246.456611618203	2	47	"LightSleep__State_D2_D6"
"DGRP359"	273.280491759343	1	23	"LightSleep__State_D2_D6"
"DGRP360"	172.556611618203	2	47	"LightSleep__State_D2_D6"
"DGRP361"	328.078334565399	2	27	"LightSleep__State_D2_D6"
"DGRP362"	416.106611618202	2	59	"LightSleep__State_D2_D6"
"DGRP365"	391.326933152649	1	23	"LightSleep__State_D2_D6"
"DGRP370"	360.280491759344	1	25	"LightSleep__State_D2_D6"
"DGRP371"	140.480491759344	1	28	"LightSleep__State_D2_D6"
"DGRP373"	347.099134864397	1	24	"LightSleep__State_D2_D6"
"DGRP374"	229.67207202679	1	26	"LightSleep__State_D2_D6"
"DGRP375"	462.606611618203	2	44	"LightSleep__State_D2_D6"
"DGRP377"	188.480491759343	1	22	"LightSleep__State_D2_D6"
"DGRP379"	283.129026303921	1	24	"LightSleep__State_D2_D6"
"DGRP38"	93.5454253912565	1	25	"LightSleep__State_D2_D6"
"DGRP380"	345.639332898862	3	63	"LightSleep__State_D2_D6"
"DGRP381"	132.680491759343	1	28	"LightSleep__State_D2_D6"
"DGRP382"	325.996520962668	2	32	"LightSleep__State_D2_D6"
"DGRP383"	314.196520962668	1	21	"LightSleep__State_D2_D6"
"DGRP385"	302.280491759343	1	29	"LightSleep__State_D2_D6"
"DGRP386"	255.110222188927	2	41	"LightSleep__State_D2_D6"
"DGRP390"	168.680491759343	1	23	"LightSleep__State_D2_D6"
"DGRP391"	190.386682271087	4	91	"LightSleep__State_D2_D6"
"DGRP392"	208.796520962668	1	31	"LightSleep__State_D2_D6"
"DGRP395"	343.996520962668	1	25	"LightSleep__State_D2_D6"
"DGRP397"	322.396520962668	1	30	"LightSleep__State_D2_D6"
"DGRP399"	333.722963334898	2	46	"LightSleep__State_D2_D6"
"DGRP40"	285.599656852707	3	50	"LightSleep__State_D2_D6"
"DGRP405"	271.296520962668	1	24	"LightSleep__State_D2_D6"
"DGRP406"	357.996520962668	1	22	"LightSleep__State_D2_D6"
"DGRP409"	449.911975145087	2	34	"LightSleep__State_D2_D6"
"DGRP41"	146.756710400391	1	25	"LightSleep__State_D2_D6"
"DGRP426"	345.396520962668	1	15	"LightSleep__State_D2_D6"
"DGRP427"	183.196520962668	1	22	"LightSleep__State_D2_D6"
"DGRP437"	219.897879925841	3	52	"LightSleep__State_D2_D6"
"DGRP439"	325.796520962668	1	27	"LightSleep__State_D2_D6"
"DGRP440"	230.796520962668	1	25	"LightSleep__State_D2_D6"
"DGRP441"	277.102601837688	3	63	"LightSleep__State_D2_D6"
"DGRP443"	285.996520962668	1	25	"LightSleep__State_D2_D6"
"DGRP45"	277.556710400391	1	25	"LightSleep__State_D2_D6"
"DGRP461"	329.50789037138	1	14	"LightSleep__State_D2_D6"
"DGRP48"	219.656710400391	1	22	"LightSleep__State_D2_D6"
"DGRP486"	249.876843579506	2	38	"LightSleep__State_D2_D6"
"DGRP491"	341.190593655721	2	39	"LightSleep__State_D2_D6"
"DGRP492"	354.048481349098	3	42	"LightSleep__State_D2_D6"
"DGRP502"	252.946465076225	2	43	"LightSleep__State_D2_D6"
"DGRP505"	303.127932125033	1	20	"LightSleep__State_D2_D6"
"DGRP509"	291.477618972632	1	22	"LightSleep__State_D2_D6"
"DGRP513"	279.815021055947	3	55	"LightSleep__State_D2_D6"
"DGRP517"	315.624213073383	2	41	"LightSleep__State_D2_D6"
"DGRP528"	306.284245790433	2	44	"LightSleep__State_D2_D6"
"DGRP531"	426.445595101232	1	16	"LightSleep__State_D2_D6"
"DGRP535"	213.38921549981	2	51	"LightSleep__State_D2_D6"
"DGRP551"	236.580332960106	1	26	"LightSleep__State_D2_D6"
"DGRP555"	312.822963334897	2	45	"LightSleep__State_D2_D6"
"DGRP559"	286.698291052301	1	21	"LightSleep__State_D2_D6"
"DGRP563"	219.082424663992	1	28	"LightSleep__State_D2_D6"
"DGRP566"	85.0143662088773	1	23	"LightSleep__State_D2_D6"
"DGRP57"	228.356710400391	1	21	"LightSleep__State_D2_D6"
"DGRP584"	366.817812069878	2	28	"LightSleep__State_D2_D6"
"DGRP589"	330.541665653333	1	21	"LightSleep__State_D2_D6"
"DGRP59"	261.116873797268	1	27	"LightSleep__State_D2_D6"
"DGRP595"	93.945595101232	1	31	"LightSleep__State_D2_D6"
"DGRP596"	153.145595101232	1	30	"LightSleep__State_D2_D6"
"DGRP627"	292.515410050213	1	17	"LightSleep__State_D2_D6"
"DGRP630"	420.679304737761	2	42	"LightSleep__State_D2_D6"
"DGRP634"	205.545595101232	1	24	"LightSleep__State_D2_D6"
"DGRP639"	293.826843579506	2	32	"LightSleep__State_D2_D6"
"DGRP69"	387.585660724228	2	32	"LightSleep__State_D2_D6"
"DGRP703"	250.079203315999	1	31	"LightSleep__State_D2_D6"
"DGRP705"	374.759377464584	2	41	"LightSleep__State_D2_D6"
"DGRP707"	407.695306800506	2	28	"LightSleep__State_D2_D6"
"DGRP712"	286.276843579506	2	39	"LightSleep__State_D2_D6"
"DGRP714"	371.526933152651	1	19	"LightSleep__State_D2_D6"
"DGRP716"	369.879203315999	1	19	"LightSleep__State_D2_D6"
"DGRP721"	85.9655144343471	1	21	"LightSleep__State_D2_D6"
"DGRP73"	313.803780888081	2	26	"LightSleep__State_D2_D6"
"DGRP730"	242.622963334898	2	58	"LightSleep__State_D2_D6"
"DGRP732"	287.476843579507	2	41	"LightSleep__State_D2_D6"
"DGRP737"	235.679203315999	1	29	"LightSleep__State_D2_D6"
"DGRP738"	295.608932480786	1	28	"LightSleep__State_D2_D6"
"DGRP748"	329.071893464274	2	42	"LightSleep__State_D2_D6"
"DGRP75"	144.856710400391	1	24	"LightSleep__State_D2_D6"
"DGRP757"	284.885196991982	2	40	"LightSleep__State_D2_D6"
"DGRP761"	278.608426911765	1	17	"LightSleep__State_D2_D6"
"DGRP765"	147.076748041493	3	76	"LightSleep__State_D2_D6"
"DGRP774"	279.526933152649	1	26	"LightSleep__State_D2_D6"
"DGRP776"	328.083259737061	1	23	"LightSleep__State_D2_D6"
"DGRP783"	325.569712957861	2	56	"LightSleep__State_D2_D6"
"DGRP786"	400.526933152649	1	27	"LightSleep__State_D2_D6"
"DGRP787"	193.679203315999	1	29	"LightSleep__State_D2_D6"
"DGRP790"	323.699134864397	1	20	"LightSleep__State_D2_D6"
"DGRP796"	318.416873797268	1	22	"LightSleep__State_D2_D6"
"DGRP799"	308.42693315265	1	30	"LightSleep__State_D2_D6"
"DGRP801"	331.508426911765	1	24	"LightSleep__State_D2_D6"
"DGRP802"	330.341665653333	1	23	"LightSleep__State_D2_D6"
"DGRP805"	282.808426911765	1	26	"LightSleep__State_D2_D6"
"DGRP808"	267.579203315999	1	24	"LightSleep__State_D2_D6"
"DGRP810"	201.241665653333	1	30	"LightSleep__State_D2_D6"
"DGRP812"	404.695144077002	1	17	"LightSleep__State_D2_D6"
"DGRP818"	306.108426911765	1	18	"LightSleep__State_D2_D6"
"DGRP819"	204.408426911764	1	31	"LightSleep__State_D2_D6"
"DGRP820"	358.824266088456	2	44	"LightSleep__State_D2_D6"
"DGRP821"	352.480532748089	2	30	"LightSleep__State_D2_D6"
"DGRP822"	348.045595101232	1	28	"LightSleep__State_D2_D6"
"DGRP83"	331.354043336197	1	17	"LightSleep__State_D2_D6"
"DGRP832"	160.846465076225	2	25	"LightSleep__State_D2_D6"
"DGRP837"	361.255810404705	2	36	"LightSleep__State_D2_D6"
"DGRP843"	397.429026303922	1	22	"LightSleep__State_D2_D6"
"DGRP85"	244.356710400391	1	21	"LightSleep__State_D2_D6"
"DGRP850"	241.695144077002	1	19	"LightSleep__State_D2_D6"
"DGRP852"	337.52693315265	1	25	"LightSleep__State_D2_D6"
"DGRP855"	316.295144077002	1	22	"LightSleep__State_D2_D6"
"DGRP857"	122.095144077002	1	28	"LightSleep__State_D2_D6"
"DGRP859"	79.9269331526499	1	31	"LightSleep__State_D2_D6"
"DGRP861"	106.295144077002	1	20	"LightSleep__State_D2_D6"
"DGRP879"	383.495144077002	1	19	"LightSleep__State_D2_D6"
"DGRP88"	168.345425391257	1	22	"LightSleep__State_D2_D6"
"DGRP890"	225.012399208615	2	55	"LightSleep__State_D2_D6"
"DGRP897"	318.329026303921	1	24	"LightSleep__State_D2_D6"
"DGRP900"	232.195144077002	1	28	"LightSleep__State_D2_D6"
"DGRP907"	215.779203315999	1	30	"LightSleep__State_D2_D6"
"DGRP908"	381.979203315998	1	18	"LightSleep__State_D2_D6"
"DGRP91"	321.699134864397	1	25	"LightSleep__State_D2_D6"
"DGRP911"	225.041665653333	1	24	"LightSleep__State_D2_D6"
"DGRP913"	416.929026303921	1	20	"LightSleep__State_D2_D6"
"DGRP93"	356.023671574607	1	30	"LightSleep__State_D2_D6"
"DGRP100"	-17.8123678350775	1	28	"LightSleep__D6_D1"
"DGRP101"	-48.1559494720839	1	27	"LightSleep__D6_D1"
"DGRP105"	35.5013971919503	1	20	"LightSleep__D6_D1"
"DGRP109"	-67.8123678350776	1	30	"LightSleep__D6_D1"
"DGRP129"	17.1876321649225	1	29	"LightSleep__D6_D1"
"DGRP136"	-58.1332647488015	1	22	"LightSleep__D6_D1"
"DGRP142"	-100.812367835078	1	30	"LightSleep__D6_D1"
"DGRP149"	135.187632164922	1	29	"LightSleep__D6_D1"
"DGRP161"	36.4297647413268	2	35	"LightSleep__D6_D1"
"DGRP181"	-106.16733572855	2	43	"LightSleep__D6_D1"
"DGRP189"	-84.4088901480563	2	39	"LightSleep__D6_D1"
"DGRP195"	-50.6960764191703	2	33	"LightSleep__D6_D1"
"DGRP208"	-143.149474790174	2	54	"LightSleep__D6_D1"
"DGRP217"	-101.515314144584	2	41	"LightSleep__D6_D1"
"DGRP228"	-67.6270341660714	1	23	"LightSleep__D6_D1"
"DGRP229"	-48.8123678350775	1	30	"LightSleep__D6_D1"
"DGRP235"	13.9268813883375	2	28	"LightSleep__D6_D1"
"DGRP239"	-12.6606799979471	2	44	"LightSleep__D6_D1"
"DGRP26"	9.59836431359874	2	39	"LightSleep__D6_D1"
"DGRP287"	-52.1270341660715	1	24	"LightSleep__D6_D1"
"DGRP301"	-5.22704465124085	1	23	"LightSleep__D6_D1"
"DGRP303"	-21.6705677867185	2	42	"LightSleep__D6_D1"
"DGRP304"	-18.6705677867194	2	48	"LightSleep__D6_D1"
"DGRP307"	-93.9205677867186	2	51	"LightSleep__D6_D1"
"DGRP309"	-109.018562281785	2	40	"LightSleep__D6_D1"
"DGRP31"	-26.655949472084	1	24	"LightSleep__D6_D1"
"DGRP310"	-103.261447365216	2	49	"LightSleep__D6_D1"
"DGRP313"	17.8294322132812	2	58	"LightSleep__D6_D1"
"DGRP317"	-63.84637843353	1	25	"LightSleep__D6_D1"
"DGRP318"	-91.6559494720841	1	24	"LightSleep__D6_D1"
"DGRP319"	-3.01537224146288	3	44	"LightSleep__D6_D1"
"DGRP32"	-135.112525242761	1	29	"LightSleep__D6_D1"
"DGRP320"	-5.01856228178549	2	31	"LightSleep__D6_D1"
"DGRP321"	-86.4276852971732	2	47	"LightSleep__D6_D1"
"DGRP324"	-94.9205677867191	2	55	"LightSleep__D6_D1"
"DGRP332"	18.9814377182144	2	39	"LightSleep__D6_D1"
"DGRP335"	23.3163366337256	3	40	"LightSleep__D6_D1"
"DGRP336"	-3.088561766082	4	61	"LightSleep__D6_D1"
"DGRP338"	-7.83247081645016	2	39	"LightSleep__D6_D1"
"DGRP348"	5.65362156647005	1	20	"LightSleep__D6_D1"
"DGRP350"	-78.3463784335299	1	20	"LightSleep__D6_D1"
"DGRP352"	-116.84637843353	1	25	"LightSleep__D6_D1"
"DGRP354"	2.07976985264387	2	51	"LightSleep__D6_D1"
"DGRP355"	57.0059181388181	1	29	"LightSleep__D6_D1"
"DGRP356"	-60.7515370109993	2	44	"LightSleep__D6_D1"
"DGRP357"	-71.6697849470016	1	24	"LightSleep__D6_D1"
"DGRP358"	-19.6705677867191	2	47	"LightSleep__D6_D1"
"DGRP359"	-72.994081861182	1	23	"LightSleep__D6_D1"
"DGRP360"	-43.1705677867187	2	47	"LightSleep__D6_D1"
"DGRP361"	3.80427729922584	2	27	"LightSleep__D6_D1"
"DGRP362"	24.8294322132818	2	59	"LightSleep__D6_D1"
"DGRP365"	85.7729553487583	1	23	"LightSleep__D6_D1"
"DGRP370"	-27.9940818611821	1	25	"LightSleep__D6_D1"
"DGRP371"	-173.994081861182	1	28	"LightSleep__D6_D1"
"DGRP374"	-83.4967552539757	1	26	"LightSleep__D6_D1"
"DGRP375"	6.07943221328204	2	44	"LightSleep__D6_D1"
"DGRP377"	-152.494081861182	1	22	"LightSleep__D6_D1"
"DGRP379"	21.0013971919504	1	24	"LightSleep__D6_D1"
"DGRP38"	-100.84637843353	1	25	"LightSleep__D6_D1"
"DGRP380"	-49.3499412614566	3	63	"LightSleep__D6_D1"
"DGRP381"	105.505918138818	1	28	"LightSleep__D6_D1"
"DGRP382"	-85.6802333336267	2	32	"LightSleep__D6_D1"
"DGRP383"	-19.6802333336272	1	21	"LightSleep__D6_D1"
"DGRP385"	-79.994081861182	1	29	"LightSleep__D6_D1"
"DGRP386"	-79.5972449434189	2	41	"LightSleep__D6_D1"
"DGRP390"	-16.9940818611821	1	23	"LightSleep__D6_D1"
"DGRP391"	-56.9960640218249	4	91	"LightSleep__D6_D1"
"DGRP392"	-13.6802333336275	1	31	"LightSleep__D6_D1"
"DGRP395"	-70.6802333336275	1	25	"LightSleep__D6_D1"
"DGRP397"	-26.1802333336276	1	30	"LightSleep__D6_D1"
"DGRP399"	-147.276534265197	2	46	"LightSleep__D6_D1"
"DGRP40"	-48.3514578777405	3	50	"LightSleep__D6_D1"
"DGRP405"	14.3197666663725	1	24	"LightSleep__D6_D1"
"DGRP406"	73.8197666663723	1	22	"LightSleep__D6_D1"
"DGRP409"	-15.1668363872286	2	34	"LightSleep__D6_D1"
"DGRP41"	-50.1125252427613	1	25	"LightSleep__D6_D1"
"DGRP426"	-14.6802333336275	1	15	"LightSleep__D6_D1"
"DGRP427"	-41.6802333336274	1	22	"LightSleep__D6_D1"
"DGRP437"	-71.1080658152343	3	52	"LightSleep__D6_D1"
"DGRP439"	-24.6802333336275	1	27	"LightSleep__D6_D1"
"DGRP440"	65.3197666663725	1	25	"LightSleep__D6_D1"
"DGRP441"	-21.447983174208	3	63	"LightSleep__D6_D1"
"DGRP443"	-13.6802333336274	1	25	"LightSleep__D6_D1"
"DGRP45"	-39.1125252427614	1	25	"LightSleep__D6_D1"
"DGRP461"	-62.963761346151	1	14	"LightSleep__D6_D1"
"DGRP48"	-89.6125252427612	1	22	"LightSleep__D6_D1"
"DGRP486"	-98.8118947100237	2	38	"LightSleep__D6_D1"
"DGRP491"	-17.9953121932108	2	39	"LightSleep__D6_D1"
"DGRP492"	25.2292509960757	3	42	"LightSleep__D6_D1"
"DGRP502"	123.955622078957	2	43	"LightSleep__D6_D1"
"DGRP505"	27.7627522237868	1	20	"LightSleep__D6_D1"
